Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-client-modules\hadoop-client-minicluster\pom.xml,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,745,0,0,0,8,0,0,0,645,0,0,,,92,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0.142636,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-client-modules\hadoop-client-runtime\pom.xml,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,318,0,0,0,7,0,0,0,252,0,0,,,59,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0.234127,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-client-modules\hadoop-client\pom.xml,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,338,0,0,0,13,0,0,0,310,0,0,,,15,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0.0483871,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-client-modules\pom.xml,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,45,0,0,0,4,0,0,0,24,0,0,,,17,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0.708333,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-cloud-storage-project\hadoop-cloud-storage\pom.xml,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,126,0,0,0,5,0,0,0,110,0,0,,,11,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0.1,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-cloud-storage-project\pom.xml,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,53,0,0,0,5,0,0,0,37,0,0,,,11,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0.297297,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-annotations\pom.xml,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,73,0,0,0,5,0,0,0,57,0,0,,,11,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0.192982,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-annotations\src\main\java\org\apache\hadoop\classification\InterfaceAudience.java,,,,,,,1,1,1,1,1,1,0,1,1,,,,,4,0,0,1,,,,2,2,0,,,,2,,,1,,1,0,0,,73,,,,5,,,,20,,,19,0,49,,,,,,,,,8,10,10,,,,0,,,,,,,,,1,1,1,1,1,,,0,,,,2.45,1,1,1,1,1
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-annotations\src\main\java\org\apache\hadoop\classification\InterfaceStability.java,,,,,,,0,0,0,0,0,0,0,0,0,,,,,4,0,0,0,,,,0,0,0,,,,0,,,0,,0,0,0,,65,,,,5,,,,20,,,19,0,40,,,,,,,,,10,11,11,,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,2,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-annotations\src\main\java\org\apache\hadoop\classification\tools\ExcludePrivateAnnotationsJDiffDoclet.java,,,,,,,1,1,1,1,1,5,0,5,0,,,,,1,4,0,4,,,,4,0,0,,,,4,,,0,,0,0,4,,59,,,,7,,,,28,,,13,11,24,,,,,,,,,14,20,12,,,,10,,,,,,,,,2,2,2,2,1,,,1,,,,0.857143,5,5,5,5,4
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-annotations\src\main\java\org\apache\hadoop\classification\tools\ExcludePrivateAnnotationsStandardDoclet.java,,,,,,,1,1,1,1,1,5,0,5,0,,,,,1,4,0,4,,,,4,0,0,,,,4,,,0,,0,0,4,,58,,,,6,,,,28,,,13,11,24,,,,,,,,,14,20,12,,,,10,,,,,,,,,2,2,2,2,1,,,1,,,,0.857143,5,5,5,5,4
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-annotations\src\main\java\org\apache\hadoop\classification\tools\IncludePublicAnnotationsJDiffDoclet.java,,,,,,,1,1,1,1,1,5,0,5,0,,,,,1,4,0,4,,,,4,0,0,,,,4,,,0,,0,0,4,,64,,,,7,,,,29,,,13,12,28,,,,,,,,,15,21,12,,,,11,,,,,,,,,2,2,2,2,1,,,1,,,,0.965517,5,5,5,5,4
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-annotations\src\main\java\org\apache\hadoop\classification\tools\IncludePublicAnnotationsStandardDoclet.java,,,,,,,1,1,1,1,1,5,0,5,0,,,,,1,4,0,4,,,,4,0,0,,,,4,,,0,,0,0,4,,63,,,,6,,,,29,,,13,12,28,,,,,,,,,15,21,12,,,,11,,,,,,,,,2,2,2,2,1,,,1,,,,0.965517,5,5,5,5,4
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-annotations\src\main\java\org\apache\hadoop\classification\tools\RootDocProcessor.java,,,,,,,6,6,7,7,5,19,0,19,0,,,,,2,5,3,9,,,,9,4,1,,,,9,,,0,,6,0,3,,251,,,,19,,,,209,,,54,130,23,,,,,,,,,83,143,52,,,,100,,,,,,,,,26,26,30,30,24,,,4,,,,0.110048,56,56,66,66,45
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-annotations\src\main\java\org\apache\hadoop\classification\tools\StabilityOptions.java,,,,,,,4,4,5,5,2,12,0,12,0,,,,,1,3,3,3,,,,3,0,0,,,,3,,,0,,0,0,3,,70,,,,7,,,,46,,,18,27,17,,,,,,,,,27,42,20,,,,26,,,,,,,,,5,5,6,6,4,,,2,,,,0.369565,13,13,15,15,6
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-annotations\src\main\java\org\apache\hadoop\classification\tools\package-info.java,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,,,0,,,0,,0,0,0,,22,,,,1,,,,4,,,4,0,17,,,,,,,,,2,2,2,,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,4.25,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth-examples\pom.xml,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,95,0,0,0,6,0,0,0,78,0,0,,,11,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0.141026,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth-examples\src\main\java\org\apache\hadoop\security\authentication\examples\RequestLoggerFilter.java,,,,,,,1,1,1,1,1,8,0,7,0,,,,,3,0,1,15,,,,15,15,3,,,,15,,,0,,1,0,14,,195,,,,21,,,,148,,,67,65,26,,,,,,,,,75,105,56,,,,63,,,,,,,,,5,5,5,5,1,,,2,,,,0.175676,24,24,25,25,15
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth-examples\src\main\java\org\apache\hadoop\security\authentication\examples\WhoClient.java,,,,,,,5,5,5,5,1,31,0,31,0,,,,,1,1,0,1,,,,1,0,0,,,,1,,,0,,0,0,1,,60,,,,4,,,,40,,,15,24,16,,,,,,,,,24,30,14,,,,21,,,,,,,,,5,5,5,5,1,,,3,,,,0.4,5,5,5,5,1
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth-examples\src\main\java\org\apache\hadoop\security\authentication\examples\WhoServlet.java,,,,,,,1,1,1,1,1,6,0,6,0,,,,,1,0,0,2,,,,2,2,0,,,,2,,,0,,0,2,0,,43,,,,4,,,,23,,,16,7,16,,,,,,,,,15,18,14,,,,7,,,,,,,,,2,2,2,2,1,,,0,,,,0.695652,3,3,3,3,2
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth-examples\src\main\webapp\WEB-INF\web.xml,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,117,0,0,0,15,0,0,0,91,0,0,,,11,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0.120879,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth-examples\src\main\webapp\annonymous\index.html,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,18,18,0,0,2,2,0,0,0,0,0,,,11,11,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth-examples\src\main\webapp\index.html,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,18,18,0,0,2,2,0,0,0,0,0,,,11,11,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth-examples\src\main\webapp\kerberos\index.html,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,18,18,0,0,2,2,0,0,0,0,0,,,11,11,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth-examples\src\main\webapp\simple\index.html,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,18,18,0,0,2,2,0,0,0,0,0,,,11,11,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth\dev-support\findbugsExcludeFile.xml,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,48,0,0,0,3,0,0,0,27,0,0,,,18,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0.666667,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth\pom.xml,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,284,0,0,0,7,0,0,0,265,0,0,,,12,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,0.045283,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth\src\main\java\org\apache\hadoop\security\authentication\client\AuthenticatedURL.java,,,,,,,2,2,2,2,1,13,0,7,6,,,,,2,4,3,14,,,,14,10,3,,,,14,,,1,,0,1,12,,285,,,,25,,,,120,,,39,61,140,,,,,,,,,50,82,38,,,,50,,,,,,,,,8,8,10,10,1,,,5,,,,1.16667,30,30,33,33,14
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth\src\main\java\org\apache\hadoop\security\authentication\client\AuthenticationException.java,,,,,,,1,1,1,1,1,8,0,3,5,,,,,1,0,1,3,,,,3,3,0,,,,3,,,0,,0,0,3,,50,,,,5,,,,13,,,6,4,32,,,,,,,,,5,9,6,,,,3,,,,,,,,,1,1,1,1,1,,,0,,,,2.46154,3,3,3,3,3
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth\src\main\java\org\apache\hadoop\security\authentication\client\Authenticator.java,,,,,,,0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,,,2,2,0,,,,2,,,0,,0,0,2,,47,,,,6,,,,7,,,6,0,34,,,,,,,,,5,6,6,,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,4.85714,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth\src\main\java\org\apache\hadoop\security\authentication\client\ConnectionConfigurator.java,,,,,,,0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,,,1,1,0,,,,1,,,0,,0,0,1,,36,,,,5,,,,6,,,5,0,25,,,,,,,,,4,5,5,,,,0,,,,,,,,,0,0,0,0,0,,,0,,,,4.16667,0,0,0,0,0
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth\src\main\java\org\apache\hadoop\security\authentication\client\KerberosAuthenticator.java,,,,,,,3,3,4,4,1,23,0,18,4,,,,,3,1,13,11,,,,11,10,4,,,,11,,,0,,6,1,4,,374,,,,36,,,,247,,,92,151,91,,,,,,,,,127,167,78,,,,112,,,,,,,,,7,7,8,8,4,,,3,,,,0.368421,38,38,45,45,19
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth\src\main\java\org\apache\hadoop\security\authentication\client\PseudoAuthenticator.java,,,,,,,1,1,1,1,1,17,0,7,10,,,,,1,0,2,3,,,,3,3,1,,,,3,,,0,,0,1,2,,90,,,,8,,,,30,,,16,14,52,,,,,,,,,18,23,14,,,,12,,,,,,,,,3,3,3,3,1,,,1,,,,1.73333,5,5,5,5,3
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth\src\main\java\org\apache\hadoop\security\authentication\server\AltKerberosAuthenticationHandler.java,,,,,,,2,2,2,2,1,20,0,10,9,,,,,1,0,3,4,,,,5,5,1,,,,5,,,0,,0,1,4,,149,,,,11,,,,62,,,30,25,76,,,,,,,,,29,40,22,,,,18,,,,,,,,,4,4,4,4,4,,,2,,,,1.22581,9,9,9,9,7
File,C:\Users\urvis\Desktop\hadoop-YARN-5085\hadoop-common-project\hadoop-auth\src\main\java\org\apache\hadoop\security\authentication\server\AuthenticationFilter.java,,,,,,,3,3,3,3,1,22,0,14,6,,,,,2,2,12,24,,,,24,22,10,,,,24,,,0,,0,16,8,,688,,,,53,,,,396,,,124,243,241,,,,,,,,,180,256,105,,,,171,,,,,,,,,18,18,24,24,4,,,4,,,,0.608586,75,75,88,88,30
